ipeds_id,academic_year,data_source,tuition_in_state,tuition_out_state,required_fees,tuition_fees_in_state,tuition_fees_out_state,room_board_on_campus,room_board_off_campus,books_supplies,personal_expenses,transportation,has_tuition_data,has_fees_data,data_completeness_score,validation_issues,validation_status
100654,2023-24,IC2023_AY,10024,10024,2192,12216,12216,11402,3864,11402,3864,4271,TRUE,TRUE,100,,clean
100663,2023-24,IC2023_AY,8832,8832,1200,10032,10032,13590,5757,14580,6007,6007,TRUE,TRUE,100,,clean
100690,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
100706,2023-24,IC2023_AY,11770,11770,2416,14186,14186,11122,4462,11122,4462,4462,TRUE,TRUE,100,,clean
100724,2023-24,IC2023_AY,11248,11248,1600,12848,12848,7690,3392,7320,5130,5130,TRUE,TRUE,100,,clean
100751,2023-24,IC2023_AY,11900,11900,800,12700,12700,14840,5842,14564,6598,7179,TRUE,TRUE,100,,clean
100760,2023-24,IC2023_AY,5040,5040,1020,6060,6060,,,15628,7973,7973,TRUE,TRUE,80,,clean
100812,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
100830,2023-24,IC2023_AY,9436,9436,1500,10936,10936,7368,4478,12762,4478,4478,TRUE,TRUE,100,,clean
100858,2023-24,IC2023_AY,12536,12536,1200,13736,13736,15396,6166,14736,6166,6166,TRUE,TRUE,100,,clean
100937,2023-24,IC2023_AY,22750,22750,1062,23812,23812,14300,2268,6500,3416,3416,TRUE,TRUE,100,,clean
101028,2023-24,IC2023_AY,5040,5040,1008,6048,6048,,,11200,6552,6552,TRUE,TRUE,80,,clean
101116,2023-24,IC2023_AY,18238,18238,1500,19738,19738,,,8925,7914,5541,TRUE,TRUE,80,,clean
101143,2023-24,IC2023_AY,5040,5040,1500,6540,6540,,,14400,5696,5696,TRUE,TRUE,80,,clean
101161,2023-24,IC2023_AY,4980,4980,2750,7730,7730,10850,7350,8025,7350,7350,TRUE,TRUE,100,,clean
101189,2023-24,IC2023_AY,23920,23920,1800,25720,25720,8020,4600,8020,4600,4600,TRUE,TRUE,100,,clean
101240,2023-24,IC2023_AY,4032,4032,1600,5632,5632,5200,2324,4500,2916,2916,TRUE,TRUE,100,,clean
101286,2023-24,IC2023_AY,4920,4920,1200,6120,6120,,,9450,1000,1000,TRUE,TRUE,80,,clean
101295,2023-24,IC2023_AY,4980,4980,2000,6980,6980,4900,8720,13540,8720,8720,TRUE,TRUE,100,,clean
101301,2023-24,IC2023_AY,4680,4680,7400,12080,12080,,,11000,5000,5000,TRUE,TRUE,80,,clean
101365,2023-24,IC2023_AY,13420,13420,0,13420,13420,,,8928,6066,3033,TRUE,TRUE,80,,clean
101435,2023-24,IC2023_AY,28650,28650,300,28950,28950,10922,2068,8922,2068,2068,TRUE,TRUE,100,,clean
101453,2023-24,IC2023_AY,11982,11982,1600,13582,13582,7561,3069,14967,4770,4023,TRUE,TRUE,100,,clean
101462,2023-24,IC2023_AY,5130,5130,2000,7130,7130,,,9450,4050,4050,TRUE,TRUE,80,,clean
101471,2023-24,IC2023_AY,6084,6084,663,6747,6747,,,,,,TRUE,TRUE,60,,clean
101480,2023-24,IC2023_AY,12426,12426,998,13424,13424,8894,2506,10728,3530,3530,TRUE,TRUE,100,,clean
101505,2023-24,IC2023_AY,5040,5040,1444,6484,6484,,,15921,5184,5184,TRUE,TRUE,80,,clean
101514,2023-24,IC2023_AY,5060,5060,3000,8060,8060,,,5500,4200,4200,TRUE,TRUE,80,,clean
101569,2023-24,IC2023_AY,4980,4980,2300,7280,7280,4760,3000,7560,5807,5807,TRUE,TRUE,100,,clean
101587,2023-24,IC2023_AY,10990,10990,1206,12196,12196,8166,3600,7200,3600,3600,TRUE,TRUE,100,,clean
101602,2023-24,IC2023_AY,4980,4980,1192,6172,6172,5550,3625,9450,3625,3625,TRUE,TRUE,100,,clean
101648,2023-24,IC2023_AY,9538,9538,1800,11338,11338,4950,2455,,,,TRUE,TRUE,80,,clean
101675,2023-24,IC2023_AY,12714,12714,250,12964,12964,7348,2832,10845,2992,2992,TRUE,TRUE,100,,clean
101693,2023-24,IC2023_AY,26120,26120,1800,27920,27920,10676,4750,9000,4800,4800,TRUE,TRUE,100,,clean
101709,2023-24,IC2023_AY,13710,13710,1020,14730,14730,10768,3640,10342,3640,3640,TRUE,TRUE,100,,clean
101736,2023-24,IC2023_AY,5071,5071,1600,6671,6671,,,9336,4370,2897,TRUE,TRUE,80,,clean
101879,2023-24,IC2023_AY,11990,11990,1500,13490,13490,7900,3400,7900,3700,3700,TRUE,TRUE,100,,clean
101897,2023-24,IC2023_AY,4980,4980,2400,7380,7380,,,9500,4240,4240,TRUE,TRUE,80,,clean
101912,2023-24,IC2023_AY,21838,21838,1200,23038,23038,9384,8000,12840,8470,8000,TRUE,TRUE,100,,clean
101994,2023-24,IC2023_AY,6100,6100,1400,7500,7500,,,6200,1800,1800,TRUE,TRUE,80,,clean
102030,2023-24,IC2023_AY,5280,5280,2000,7280,7280,,,10600,3000,2700,TRUE,TRUE,80,,clean
102049,2023-24,IC2023_AY,38144,38144,1200,39344,39344,12160,5952,20139,6687,6540,TRUE,TRUE,100,,clean
102058,2023-24,IC2023_AY,4800,4800,800,5600,5600,3600,2400,6000,2400,2500,TRUE,TRUE,100,,clean
102067,2023-24,IC2023_AY,5067,5067,4500,9567,9567,,,12000,4050,3200,TRUE,TRUE,80,,clean
102076,2023-24,IC2023_AY,5472,5472,720,6192,6192,4700,3024,8000,3024,3024,TRUE,TRUE,100,,clean
102094,2023-24,IC2023_AY,9676,9676,2020,11696,11696,8830,5283,11062,5283,5283,TRUE,TRUE,100,,clean
102234,2023-24,IC2023_AY,23270,23270,1300,24570,24570,12212,4574,17118,4936,4936,TRUE,TRUE,100,,clean
102270,2023-24,IC2023_AY,11392,11392,1000,12392,12392,9582,4704,10812,4888,4888,TRUE,TRUE,100,,clean
102298,2023-24,IC2023_AY,15650,15650,1200,16850,16850,6704,2100,3200,2100,2100,TRUE,TRUE,100,,clean
102313,2023-24,IC2023_AY,4890,4890,3000,7890,7890,,,14652,4000,4000,TRUE,TRUE,80,,clean
102368,2023-24,IC2023_AY,9792,9792,1366,11158,11158,7996,5004,10860,5004,5004,TRUE,TRUE,100,,clean
102377,2023-24,IC2023_AY,23440,23440,1812,25252,25252,9844,8358,10055,8292,5493,TRUE,TRUE,100,,clean
102395,2023-24,IC2023_AY,18900,18900,990,19890,19890,,,17160,2910,2910,TRUE,TRUE,80,,clean
102429,2023-24,IC2023_AY,4678,4678,1466,6144,6144,4650,5113,10422,5113,5113,TRUE,TRUE,100,,clean
102553,2023-24,IC2023_AY,7566,7566,720,8286,8286,12412,8882,15648,10954,10954,TRUE,TRUE,100,,clean
102580,2023-24,IC2023_AY,10930,10930,400,11330,11330,7000,3801,12320,5253,5253,TRUE,TRUE,100,,clean
102614,2023-24,IC2023_AY,8640,8640,2000,10640,10640,10450,4250,12750,4250,4250,TRUE,TRUE,100,,clean
102632,2023-24,IC2023_AY,6960,6960,1400,8360,8360,12820,5948,15200,5948,5948,TRUE,TRUE,100,,clean
102669,2023-24,IC2023_AY,20760,20760,1200,21960,21960,8932,5000,18200,5000,5000,TRUE,TRUE,100,,clean
102845,2023-24,IC2023_AY,18678,18678,300,18978,18978,,,18168,8317,8317,TRUE,TRUE,80,,clean
104151,2023-24,IC2023_AY,12051,12051,1320,13371,13371,16091,3808,13932,5054,5054,TRUE,TRUE,100,,clean
104160,2023-24,IC2023_AY,3020,3020,2000,5020,5020,8527,5981,5580,8471,8471,TRUE,TRUE,100,,clean
104179,2023-24,IC2023_AY,13626,13626,800,14426,14426,14400,4300,12000,4300,4300,TRUE,TRUE,100,,clean
104346,2023-24,IC2023_AY,2250,2250,1600,3850,3850,8786,2815,8786,2815,2815,TRUE,TRUE,100,,clean
104425,2023-24,IC2023_AY,2232,2232,1800,4032,4032,9170,3292,12072,4185,4185,TRUE,TRUE,100,,clean
104577,2023-24,IC2023_AY,2352,2352,974,3326,3326,6950,4152,15790,7066,5422,TRUE,TRUE,100,,clean
104586,2023-24,IC2023_AY,42204,42204,1400,43604,43604,14102,5562,14102,5562,5562,TRUE,TRUE,100,,clean
104665,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
104708,2023-24,IC2023_AY,2358,2358,1464,3822,3822,,,10872,11304,11304,TRUE,TRUE,80,,clean
104717,2023-24,IC2023_AY,17450,17450,750,18200,18200,11162,4300,11162,4300,4300,TRUE,TRUE,100,,clean
105145,2023-24,IC2023_AY,2358,2358,1464,3822,3822,,,10872,11304,11304,TRUE,TRUE,80,,clean
105154,2023-24,IC2023_AY,2358,2358,1464,3822,3822,,,10872,11304,10872,TRUE,TRUE,80,,clean
105206,2023-24,IC2023_AY,2136,2136,720,2856,2856,,,7719,3627,3627,TRUE,TRUE,80,,clean
105297,2023-24,IC2023_AY,1410,1410,1400,2810,2810,4940,4950,4610,7260,7260,TRUE,TRUE,100,,clean
105330,2023-24,IC2023_AY,12652,12652,900,13552,13552,11728,4400,17248,4400,4400,TRUE,TRUE,100,,clean
105349,2023-24,IC2023_AY,2428,2428,1400,3828,3828,,,8076,5500,5500,TRUE,TRUE,80,,clean
105428,2023-24,IC2023_AY,2358,2358,1104,3462,3462,,,10872,11304,11304,TRUE,TRUE,80,,clean
105525,2023-24,IC2023_AY,2370,2370,1920,4290,4290,,,11206,3356,3356,TRUE,TRUE,80,,clean
105589,2023-24,IC2023_AY,35685,35685,440,36125,36125,7790,4646,6850,5006,5006,TRUE,TRUE,100,,clean
105668,2023-24,IC2023_AY,2358,2358,1104,3462,3462,,,9664,3520,3520,TRUE,TRUE,80,,clean
105747,2023-24,IC2023_AY,2358,2358,1104,3462,3462,,,10872,11304,11304,TRUE,TRUE,80,,clean
105792,2023-24,IC2023_AY,2358,2358,1104,3462,3462,,,10872,11304,11304,TRUE,TRUE,80,,clean
105899,2023-24,IC2023_AY,34697,34697,1730,36427,36427,13500,6160,14300,8430,7730,TRUE,TRUE,100,,clean
106148,2023-24,IC2023_AY,2838,2838,1100,3938,3938,10706,2710,13210,2710,2710,TRUE,TRUE,100,,clean
106245,2023-24,IC2023_AY,8455,8455,1250,9705,9705,9352,6799,12722,8748,6368,TRUE,TRUE,100,,clean
106263,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
106306,2023-24,IC2023_AY,8760,8760,1000,9760,9760,8826,4474,7780,4474,4474,TRUE,TRUE,100,,clean
106342,2023-24,IC2023_AY,31000,31000,1500,32500,32500,10750,2500,10750,2850,2850,TRUE,TRUE,100,,clean
106397,2023-24,IC2023_AY,9748,9748,1154,10902,10902,13290,5816,13290,5816,5816,TRUE,TRUE,100,,clean
106412,2023-24,IC2023_AY,9019,9019,1120,10139,10139,9122,4070,5280,5156,5156,TRUE,TRUE,100,,clean
106449,2023-24,IC2023_AY,3216,3216,1200,4416,4416,6200,8561,10933,9695,9695,TRUE,TRUE,100,,clean
106458,2023-24,IC2023_AY,7754,7754,1250,9004,9004,11100,6122,10935,7788,7788,TRUE,TRUE,100,,clean
106467,2023-24,IC2023_AY,8508,8508,1240,9748,9748,9852,4094,15743,5248,5248,TRUE,TRUE,100,,clean
106485,2023-24,IC2023_AY,8868,8868,1400,10268,10268,7820,5010,8945,6545,6545,TRUE,TRUE,100,,clean
106546,2023-24,IC2023_AY,13593,13593,1445,15038,15038,,,14172,8420,8420,TRUE,TRUE,80,,clean
106625,2023-24,IC2023_AY,4584,4584,2696,7280,7280,,,6309,4638,4638,TRUE,TRUE,80,,clean
106704,2023-24,IC2023_AY,10118,10118,1230,11348,11348,8662,5447,9349,7513,7516,TRUE,TRUE,100,,clean
106713,2023-24,IC2023_AY,19680,19680,1704,21384,21384,8500,2838,6336,3204,3204,TRUE,TRUE,100,,clean
106795,2023-24,IC2023_AY,3906,4296,300,4206,4596,,,7792,6638,4477,TRUE,TRUE,80,,clean
106810,2023-24,IC2023_AY,16440,16440,800,17240,17240,7900,3987,8900,4317,3717,TRUE,TRUE,100,,clean
106883,2023-24,IC2023_AY,3960,4188,2200,6160,6388,,,7150,4870,4770,TRUE,TRUE,80,,clean
106980,2023-24,IC2023_AY,5600,6050,1500,7100,7550,6725,3375,13644,5038,3375,TRUE,TRUE,100,,clean
106999,2023-24,IC2023_AY,3558,3918,900,4458,4818,,,6800,8200,7700,TRUE,TRUE,80,,clean
107044,2023-24,IC2023_AY,24888,24888,512,25400,25400,9940,3958,8924,7916,4884,TRUE,TRUE,100,,clean
107071,2023-24,IC2023_AY,7885,7885,2676,10561,10561,10680,7600,8562,8028,8028,TRUE,TRUE,100,,clean
107080,2023-24,IC2023_AY,36650,36650,1100,37750,37750,14300,3394,11056,3394,3394,TRUE,TRUE,100,,clean
107141,2023-24,IC2023_AY,30832,30832,800,31632,31632,10258,2820,2500,2850,2850,TRUE,TRUE,100,,clean
107318,2023-24,IC2023_AY,3048,3552,1460,4508,5012,,,12752,5830,5830,TRUE,TRUE,80,,clean
107327,2023-24,IC2023_AY,2570,2850,807,3377,3657,,,9495,5372,5372,TRUE,TRUE,80,,clean
107460,2023-24,IC2023_AY,3168,3816,1494,4662,5310,6822,5070,8848,7452,6512,TRUE,TRUE,100,,clean
107488,2023-24,IC2023_AY,5184,5184,1200,6384,6384,,,12267,3073,3073,TRUE,TRUE,80,,clean
107512,2023-24,IC2023_AY,32480,32480,1100,33580,33580,9240,4678,8928,7910,4878,TRUE,TRUE,100,,clean
107521,2023-24,IC2023_AY,3568,3568,1500,5068,5068,,,8924,6062,5062,TRUE,TRUE,80,,clean
107549,2023-24,IC2023_AY,3820,3820,1100,4920,4920,5700,5540,6315,5540,4300,TRUE,TRUE,100,,clean
107558,2023-24,IC2023_AY,25950,25950,1000,26950,26950,9490,2475,9490,2475,2475,TRUE,TRUE,100,,clean
107585,2023-24,IC2023_AY,3504,3744,2954,6458,6698,,,7792,6638,5339,TRUE,TRUE,80,,clean
107600,2023-24,IC2023_AY,13014,13014,1200,14214,14214,10000,4312,14376,5778,5778,TRUE,TRUE,100,,clean
107619,2023-24,IC2023_AY,3230,3650,1350,4580,5000,,,5400,6740,6200,TRUE,TRUE,80,,clean
107637,2023-24,IC2023_AY,4960,4960,1800,6760,6760,10690,5475,9000,6275,5475,TRUE,TRUE,100,,clean
107664,2023-24,IC2023_AY,4848,4848,686,5534,5534,,,10915,10076,10076,TRUE,TRUE,80,,clean
107725,2023-24,IC2023_AY,3400,3880,1513,4913,5393,,,9171,8999,5295,TRUE,TRUE,80,,clean
107743,2023-24,IC2023_AY,3528,3864,960,4488,4824,9230,4041,6966,6930,5769,TRUE,TRUE,100,,clean
107840,2023-24,IC2023_AY,6246,6246,650,6896,6896,9744,6579,9744,6579,3708,TRUE,TRUE,100,,clean
107877,2023-24,IC2023_AY,20330,20330,1250,21580,21580,8980,3310,7700,3930,3200,TRUE,TRUE,100,,clean
107974,2023-24,IC2023_AY,3204,3540,2000,5204,5540,,,9260,6681,5381,TRUE,TRUE,80,,clean
107983,2023-24,IC2023_AY,9820,9820,1600,11420,11420,7601,6619,7601,8240,7149,TRUE,TRUE,100,,clean
107992,2023-24,IC2023_AY,4685,4685,1500,6185,6185,6248,5540,8925,7914,5540,TRUE,TRUE,100,,clean
108092,2023-24,IC2023_AY,6906,6906,1368,8274,8274,9799,5064,12190,5064,5064,TRUE,TRUE,100,,clean
108232,2023-24,IC2023_AY,28024,28024,938,28962,28962,23746,2871,19431,4428,3609,TRUE,TRUE,100,,clean
108269,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
108667,2023-24,IC2023_AY,1148,1148,1724,2872,2872,,,22066,6796,6796,TRUE,TRUE,80,,clean
108807,2023-24,IC2023_AY,1156,1156,938,2094,2094,,,19431,6192,5202,TRUE,TRUE,80,,clean
108852,2023-24,IC2023_AY,39475,39475,570,40045,40045,14695,1400,14695,5800,5800,TRUE,TRUE,100,,clean
108861,2023-24,IC2023_AY,2896,2896,1000,3896,3896,15744,1872,21432,2340,500,TRUE,TRUE,100,,clean
108870,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
109208,2023-24,IC2023_AY,1288,1288,1152,2440,2440,,,21474,6192,5372,TRUE,TRUE,80,,clean
109350,2023-24,IC2023_AY,1124,1124,900,2024,2024,,,11900,3332,5540,TRUE,TRUE,80,,clean
109651,2023-24,IC2023_AY,51640,51640,4000,55640,55640,,,17272,6984,6984,TRUE,TRUE,80,,clean
109785,2023-24,IC2023_AY,43600,43600,938,44538,44538,9724,3530,20234,5392,4636,TRUE,TRUE,100,,clean
109819,2023-24,IC2023_AY,1430,1430,938,2368,2368,,,19431,6192,5220,TRUE,TRUE,80,,clean
109907,2023-24,IC2023_AY,1104,1104,1152,2256,2256,,,19431,6192,5220,TRUE,TRUE,80,,clean
110060,2023-24,IC2023_AY,7220,7220,400,7620,7620,,,11066,6000,5100,TRUE,TRUE,80,,clean
110097,2023-24,IC2023_AY,46704,46704,1200,47904,47904,11234,3868,11234,3868,3868,TRUE,TRUE,100,,clean
110219,2023-24,IC2023_AY,12185,12185,,12185,12185,,,10712,4350,4620,TRUE,FALSE,60,,clean
110246,2023-24,IC2023_AY,1336,1336,1270,2606,2606,,,17780,4562,4562,TRUE,TRUE,80,,clean
110316,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
110334,2023-24,IC2023_AY,1270,1270,2250,3520,3520,,,22140,6849,5877,TRUE,TRUE,80,,clean
110361,2023-24,IC2023_AY,39720,39720,938,40658,40658,11630,3610,20234,5472,4716,TRUE,TRUE,100,,clean
110370,2023-24,IC2023_AY,57946,57946,1500,59446,59446,21165,3798,21408,4509,5229,TRUE,TRUE,100,,clean
110398,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
110404,2023-24,IC2023_AY,63255,63255,1428,64683,64683,19503,2700,19431,6192,5220,TRUE,TRUE,100,,clean
110413,2023-24,IC2023_AY,50670,50670,936,51606,51606,17734,4046,19431,6260,5288,TRUE,TRUE,100,,clean
110422,2023-24,IC2023_AY,11075,11075,1089,12164,12164,17220,2937,18042,2937,2937,TRUE,TRUE,100,,clean
110468,2023-24,IC2023_AY,13918,13918,938,14856,14856,,,19431,6489,6336,TRUE,TRUE,80,,clean
110486,2023-24,IC2023_AY,7696,7696,1068,8764,8764,14430,3782,16316,6424,5124,TRUE,TRUE,100,,clean
110495,2023-24,IC2023_AY,7826,7826,1038,8864,8864,12728,3714,19752,5632,5068,TRUE,TRUE,100,,clean
110510,2023-24,IC2023_AY,7675,7675,788,8463,8463,12996,3738,17005,6321,4572,TRUE,TRUE,100,,clean
110529,2023-24,IC2023_AY,7439,7439,995,8434,8434,16330,4041,17936,5927,4690,TRUE,TRUE,100,,clean
110538,2023-24,IC2023_AY,8064,8064,1052,9116,9116,16020,2894,11280,4668,4454,TRUE,TRUE,100,,clean
110547,2023-24,IC2023_AY,7064,7064,1106,8170,8170,16886,3714,20258,7546,5278,TRUE,TRUE,100,,clean
110556,2023-24,IC2023_AY,6980,6980,938,7918,7918,11634,4198,15684,5805,5461,TRUE,TRUE,100,,clean
110565,2023-24,IC2023_AY,7073,7073,965,8038,8038,18348,4254,18464,5919,5174,TRUE,TRUE,100,,clean
110574,2023-24,IC2023_AY,7055,7055,1003,8058,8058,16480,3978,21375,6853,4477,TRUE,TRUE,100,,clean
110583,2023-24,IC2023_AY,7008,7008,1490,8498,8498,15612,4306,17166,5948,4732,TRUE,TRUE,100,,clean
110592,2023-24,IC2023_AY,6813,6818,1011,7824,7829,18658,6858,19539,6670,5290,TRUE,TRUE,100,,clean
110608,2023-24,IC2023_AY,7095,7095,1284,8379,8379,12648,3244,20306,4430,3976,TRUE,TRUE,100,,clean
110617,2023-24,IC2023_AY,7602,7602,1112,8714,8714,16278,4426,21042,5488,5116,TRUE,TRUE,100,,clean
110635,2023-24,IC2023_AY,14850,14850,1273,16123,16123,22692,6238,17614,6580,15898,TRUE,TRUE,100,,clean
110644,2023-24,IC2023_AY,15247,15247,1381,16628,16628,19068,5359,13076,5865,15157,TRUE,TRUE,100,,clean
110653,2023-24,IC2023_AY,14237,14237,1550,15787,15787,18423,4841,16216,5907,14225,TRUE,TRUE,100,,clean
110662,2023-24,IC2023_AY,13747,13747,1574,15321,15321,17148,5562,17436,6320,15243,TRUE,TRUE,100,,clean
110671,2023-24,IC2023_AY,14170,14170,1748,15918,15918,19433,4934,13781,5752,14130,TRUE,TRUE,100,,clean
110680,2023-24,IC2023_AY,15265,15265,1307,16572,16572,17198,4735,15566,5546,14299,TRUE,TRUE,100,,clean
110699,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
110705,2023-24,IC2023_AY,14965,14965,1482,16447,16447,18684,5456,15416,6076,15232,TRUE,TRUE,100,,clean
110714,2023-24,IC2023_AY,14560,14560,1315,15875,15875,18785,5646,16697,6264,15181,TRUE,TRUE,100,,clean
110778,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
111045,2023-24,IC2023_AY,7010,7010,900,7910,7910,,,12000,600,800,TRUE,TRUE,80,,clean
111081,2023-24,IC2023_AY,56724,56724,938,57662,57662,12820,6826,18600,9045,8064,TRUE,TRUE,100,,clean
111188,2023-24,IC2023_AY,7672,7672,1032,8704,8704,13976,7382,13852,8761,8404,TRUE,TRUE,100,,clean
111391,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
111434,2023-24,IC2023_AY,1332,1332,1971,3303,3303,,,31288,3996,3564,TRUE,TRUE,80,,clean
111461,2023-24,IC2023_AY,1176,1176,938,2114,2114,,,19431,4428,3609,TRUE,TRUE,80,,clean
111887,2023-24,IC2023_AY,1364,1364,938,2302,2302,,,19432,6192,5222,TRUE,TRUE,80,,clean
111896,2023-24,IC2023_AY,1384,1384,938,2322,2322,,,19431,6192,5220,TRUE,TRUE,80,,clean
111920,2023-24,IC2023_AY,1150,1150,1152,2302,2302,,,23076,5868,5292,TRUE,TRUE,80,,clean
111939,2023-24,IC2023_AY,1184,1184,938,2122,2122,,,19432,6192,5222,TRUE,TRUE,80,,clean
111948,2023-24,IC2023_AY,62784,62784,1600,64384,64384,17378,3318,15100,4068,4068,TRUE,TRUE,100,,clean
111966,2023-24,IC2023_AY,18933,18933,938,19871,19871,,,27900,10100,13950,TRUE,TRUE,80,,clean
112075,2023-24,IC2023_AY,41390,41390,900,42290,42290,13330,4070,18400,6270,5370,TRUE,TRUE,100,,clean
112084,2023-24,IC2023_AY,26300,26300,1000,27300,27300,11080,5422,18990,5422,4445,TRUE,TRUE,100,,clean
112127,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
112172,2023-24,IC2023_AY,1204,1204,938,2142,2142,,,19431,6192,5220,TRUE,TRUE,80,,clean
112190,2023-24,IC2023_AY,1696,1696,1233,2929,2929,,,21179,4827,3934,TRUE,TRUE,80,,clean
112251,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
112260,2023-24,IC2023_AY,64150,64150,1200,65350,65350,19650,1500,19650,1500,10590,TRUE,TRUE,100,,clean
112385,2023-24,IC2023_AY,1180,1180,1465,2645,2645,,,23659,4428,3609,TRUE,TRUE,80,,clean
112394,2023-24,IC2023_AY,22480,22480,834,23314,23314,19142,3816,17272,5784,4920,TRUE,TRUE,100,,clean
112525,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
112561,2023-24,IC2023_AY,1547,1547,940,2487,2487,,,19431,6192,5220,TRUE,TRUE,80,,clean
112570,2023-24,IC2023_AY,26175,26175,1080,27255,27255,,,16578,4635,4635,TRUE,TRUE,80,,clean
112686,2023-24,IC2023_AY,1142,1142,938,2080,2080,,,19431,6192,6192,TRUE,TRUE,80,,clean
112826,2023-24,IC2023_AY,1312,1312,1190,2502,2502,,,22644,7686,7686,TRUE,TRUE,80,,clean
113096,2023-24,IC2023_AY,1288,1288,1152,2440,2440,,,21474,6192,5372,TRUE,TRUE,80,,clean
113111,2023-24,IC2023_AY,1188,1188,938,2126,2126,,,19431,4428,3609,TRUE,TRUE,80,,clean
113193,2023-24,IC2023_AY,1340,1340,1152,2492,2492,,,19431,6039,5526,TRUE,TRUE,80,,clean
113218,2023-24,IC2023_AY,1340,1340,1200,2540,2540,,,19100,5800,5000,TRUE,TRUE,80,,clean
113236,2023-24,IC2023_AY,1150,1150,2267,3417,3417,,,20714,4695,4695,TRUE,TRUE,80,,clean
113333,2023-24,IC2023_AY,1562,1562,1794,3356,3356,,,20790,6501,5811,TRUE,TRUE,80,,clean
113573,2023-24,IC2023_AY,1326,1326,938,2264,2264,,,25965,4428,4428,TRUE,TRUE,80,,clean
113582,2023-24,IC2023_AY,29350,29350,938,30288,30288,,,19431,6192,5220,TRUE,TRUE,80,,clean
113634,2023-24,IC2023_AY,1312,1312,1190,2502,2502,,,22644,7686,7686,TRUE,TRUE,80,,clean
113698,2023-24,IC2023_AY,50666,50666,1152,51818,51818,15986,3122,17784,4931,4445,TRUE,TRUE,100,,clean
113704,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
113856,2023-24,IC2023_AY,1238,1238,938,2176,2176,,,19431,6192,5220,TRUE,TRUE,80,,clean
113980,2023-24,IC2023_AY,1144,1144,2136,3280,3280,,,19431,6192,5220,TRUE,TRUE,80,,clean
114114,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
114123,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
114266,2023-24,IC2023_AY,1366,1366,2727,4093,4093,,,18126,5355,4788,TRUE,TRUE,80,,clean
114354,2023-24,IC2023_AY,34325,34325,2183,36508,36508,,,16580,4642,4163,TRUE,TRUE,80,,clean
114433,2023-24,IC2023_AY,1465,1465,938,2403,2403,12421,3978,19341,6192,5220,TRUE,TRUE,100,,clean
114549,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
114585,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
114716,2023-24,IC2023_AY,1565,1565,1794,3359,3359,,,20793,6501,5811,TRUE,TRUE,80,,clean
114734,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
114789,2023-24,IC2023_AY,1334,1334,1980,3314,3314,,,17982,7506,7506,TRUE,TRUE,80,,clean
114813,2023-24,IC2023_AY,35558,35558,1080,36638,36638,10148,2609,11164,3784,3225,TRUE,TRUE,100,,clean
114840,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
114859,2023-24,IC2023_AY,1150,1150,2267,3417,3417,,,20714,4695,4695,TRUE,TRUE,80,,clean
114938,2023-24,IC2023_AY,1506,1506,938,2444,2444,,,19431,5220,6192,TRUE,TRUE,80,,clean
115001,2023-24,IC2023_AY,1181,1181,938,2119,2119,,,19432,6192,5222,TRUE,TRUE,80,,clean
115083,2023-24,IC2023_AY,31243,31243,1920,33163,33163,,,13200,4400,4400,TRUE,TRUE,80,,clean
115126,2023-24,IC2023_AY,1196,1196,1465,2661,2661,,,23659,4428,3609,TRUE,TRUE,80,,clean
115214,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
115296,2023-24,IC2023_AY,1332,1332,1200,2532,2532,,,19100,5800,5000,TRUE,TRUE,80,,clean
115393,2023-24,IC2023_AY,1404,1404,938,2342,2342,,,19431,4428,3609,TRUE,TRUE,80,,clean
115409,2023-24,IC2023_AY,66255,66255,800,67055,67055,21710,1400,11182,1400,4063,TRUE,TRUE,100,,clean
115746,2023-24,IC2023_AY,,,,,,,,,,,FALSE,FALSE,0,,clean
